Using Hasura: http://localhost:8080/v1/graphql

== CrosschainMessage: Match Rate per Protocol per Route (sorted by % matched) ==
- layerzero:hyperevm->arbitrum: total=602, matched=0 (0.00%)
- layerzero:polygon->ink: total=4, matched=0 (0.00%)
- layerzero:arbitrum->avalanche: total=306, matched=0 (0.00%)
- across:ink->bsc: total=11, matched=0 (0.00%)
- layerzero:ink->flare: total=11, matched=0 (0.00%)
- layerzero:ink->sonic: total=4, matched=0 (0.00%)
- layerzero:rootstock->arbitrum: total=169, matched=0 (0.00%)
- across:arbitrum->polygon: total=718, matched=0 (0.00%)
- layerzero:unichain->arbitrum: total=519, matched=0 (0.00%)
- layerzero:arbitrum->plume: total=355, matched=0 (0.00%)
- layerzero:lyra->ethereum: total=34, matched=0 (0.00%)
- layerzero:arbitrum->flare: total=171, matched=0 (0.00%)
- layerzero:berachain->arbitrum: total=586, matched=0 (0.00%)
- across:bsc->ink: total=8, matched=0 (0.00%)
- layerzero:ink->peaq: total=4, matched=0 (0.00%)
- layerzero:metis->arbitrum: total=88, matched=0 (0.00%)
- layerzero:hemi->arbitrum: total=106, matched=0 (0.00%)
- layerzero:arbitrum->hemi: total=97, matched=0 (0.00%)
- layerzero:soneium->arbitrum: total=353, matched=0 (0.00%)
- across:ink->lens: total=3, matched=0 (0.00%)
- across:lens->base: total=209, matched=0 (0.00%)
- layerzero:ethereum->corn: total=37, matched=0 (0.00%)
- layerzero:flare->base: total=136, matched=0 (0.00%)
- layerzero:tac->base: total=30, matched=0 (0.00%)
- layerzero:ethereum->celo: total=21, matched=0 (0.00%)
- layerzero:ethereum->ton: total=64, matched=0 (0.00%)
- layerzero:base->flare: total=79, matched=0 (0.00%)
- layerzero:ethereum->lyra: total=8, matched=0 (0.00%)
- layerzero:ethereum->unknown: total=82, matched=0 (0.00%)
- layerzero:base->nibiru: total=21, matched=0 (0.00%)
- across:mode->ethereum: total=76, matched=0 (0.00%)
- layerzero:base->unknown: total=12, matched=0 (0.00%)
- across:ethereum->zora: total=7, matched=0 (0.00%)
- layerzero:base->fraxtal: total=88, matched=0 (0.00%)
- layerzero:base->xdc: total=12, matched=0 (0.00%)
- layerzero:unknown->base: total=19, matched=0 (0.00%)
- layerzero:mantapacific->base: total=150, matched=0 (0.00%)
- layerzero:ethereum->iota: total=41, matched=0 (0.00%)
- layerzero:ethereum->viction: total=4, matched=0 (0.00%)
- layerzero:base->tac: total=44, matched=0 (0.00%)
- layerzero:ethereum->ape: total=263, matched=0 (0.00%)
- layerzero:ethereum->metis: total=24, matched=0 (0.00%)
- layerzero:base->mantle: total=117, matched=0 (0.00%)
- layerzero:mode->ethereum: total=10, matched=0 (0.00%)
- layerzero:opbnb->base: total=8, matched=0 (0.00%)
- layerzero:hemi->base: total=121, matched=0 (0.00%)
- layerzero:ethereum->swell: total=68, matched=0 (0.00%)
- layerzero:ethereum->rari: total=36, matched=0 (0.00%)
- across:base->worldchain: total=373, matched=0 (0.00%)
- layerzero:base->coredao: total=133, matched=0 (0.00%)
- layerzero:base->telos: total=38, matched=0 (0.00%)
- layerzero:fraxtal->optimism: total=11, matched=0 (0.00%)
- across:mode->base: total=306, matched=0 (0.00%)
- layerzero:optimism->mode: total=26, matched=0 (0.00%)
- layerzero:ethereum->peaq: total=66, matched=0 (0.00%)
- layerzero:ink->gravity: total=10, matched=0 (0.00%)
- layerzero:abstract->ink: total=4, matched=0 (0.00%)
- layerzero:ethereum->goat: total=47, matched=0 (0.00%)
- layerzero:lens->base: total=8, matched=0 (0.00%)
- across:blast->ink: total=12, matched=0 (0.00%)
- layerzero:base->bob: total=72, matched=0 (0.00%)
- layerzero:ink->botanix: total=2, matched=0 (0.00%)
- across:lisk->base: total=238, matched=0 (0.00%)
- layerzero:ethereum->degen: total=48, matched=0 (0.00%)
- layerzero:berachain->base: total=456, matched=0 (0.00%)
- layerzero:ethereum->nibiru: total=52, matched=0 (0.00%)
- layerzero:ethereum->cronos: total=37, matched=0 (0.00%)
- across:base->lens: total=254, matched=0 (0.00%)
- layerzero:ink->superposition: total=8, matched=0 (0.00%)
- layerzero:hemi->ink: total=5, matched=0 (0.00%)
- across:polygon->ink: total=11, matched=0 (0.00%)
- layerzero:ink->glue: total=9, matched=0 (0.00%)
- across:lens->optimism: total=27, matched=0 (0.00%)
- layerzero:orderly->arbitrum: total=544, matched=0 (0.00%)
- layerzero:arbitrum->ape: total=186, matched=0 (0.00%)
- layerzero:abstract->arbitrum: total=454, matched=0 (0.00%)
- layerzero:optimism->mantle: total=48, matched=0 (0.00%)
- layerzero:optimism->worldchain: total=6, matched=0 (0.00%)
- layerzero:bob->optimism: total=5, matched=0 (0.00%)
- layerzero:mantapacific->arbitrum: total=58, matched=0 (0.00%)
- layerzero:optimism->goat: total=12, matched=0 (0.00%)
- layerzero:goat->optimism: total=32, matched=0 (0.00%)
- layerzero:rari->optimism: total=35, matched=0 (0.00%)
- across:base->blast: total=85, matched=0 (0.00%)
- across:arbitrum->bsc: total=359, matched=0 (0.00%)
- layerzero:avalanche->base: total=634, matched=0 (0.00%)
- layerzero:gnosis->arbitrum: total=144, matched=0 (0.00%)
- across:optimism->zora: total=5, matched=0 (0.00%)
- layerzero:cyber->base: total=445, matched=0 (0.00%)
- layerzero:bob->ethereum: total=20, matched=0 (0.00%)
- layerzero:gravity->base: total=293, matched=0 (0.00%)
- layerzero:story->base: total=108, matched=0 (0.00%)
- layerzero:arbitrum->rootstock: total=137, matched=0 (0.00%)
- across:linea->soneium: total=25, matched=0 (0.00%)
- across:polygon->linea: total=250, matched=0 (0.00%)
- across:bsc->linea: total=388, matched=0 (0.00%)
- layerzero:arbitrum->berachain: total=327, matched=0 (0.00%)
- layerzero:linea->fraxtal: total=84, matched=0 (0.00%)
- layerzero:linea->bsc: total=172, matched=0 (0.00%)
- layerzero:lightlink->linea: total=7, matched=0 (0.00%)
- across:unichain->linea: total=209, matched=0 (0.00%)
- across:linea->polygon: total=119, matched=0 (0.00%)
- layerzero:lightlink->base: total=71, matched=0 (0.00%)
- layerzero:mantapacific->linea: total=23, matched=0 (0.00%)
- across:linea->unichain: total=117, matched=0 (0.00%)
- layerzero:unichain->linea: total=235, matched=0 (0.00%)
- layerzero:linea->hemi: total=5, matched=0 (0.00%)
- layerzero:linea->unichain: total=138, matched=0 (0.00%)
- layerzero:abstract->linea: total=57, matched=0 (0.00%)
- across:lens->linea: total=31, matched=0 (0.00%)
- layerzero:berachain->linea: total=13, matched=0 (0.00%)
- layerzero:fraxtal->linea: total=122, matched=0 (0.00%)
- layerzero:linea->metis: total=7, matched=0 (0.00%)
- across:blast->linea: total=106, matched=0 (0.00%)
- layerzero:sei->linea: total=15, matched=0 (0.00%)
- across:linea->bsc: total=87, matched=0 (0.00%)
- across:mode->linea: total=59, matched=0 (0.00%)
- across:soneium->linea: total=38, matched=0 (0.00%)
- layerzero:linea->sei: total=16, matched=0 (0.00%)
- layerzero:metis->linea: total=5, matched=0 (0.00%)
- layerzero:rari->base: total=63, matched=0 (0.00%)
- layerzero:linea->mode: total=6, matched=0 (0.00%)
- layerzero:linea->soneium: total=82, matched=0 (0.00%)
- layerzero:linea->mantapacific: total=9, matched=0 (0.00%)
- layerzero:blast->linea: total=19, matched=0 (0.00%)
- across:worldchain->linea: total=24, matched=0 (0.00%)
- layerzero:linea->evmonflow: total=2, matched=0 (0.00%)
- layerzero:plume->linea: total=40, matched=0 (0.00%)
- layerzero:ape->linea: total=4, matched=0 (0.00%)
- layerzero:linea->mantle: total=11, matched=0 (0.00%)
- layerzero:soneium->linea: total=98, matched=0 (0.00%)
- layerzero:mantle->linea: total=43, matched=0 (0.00%)
- layerzero:linea->plume: total=49, matched=0 (0.00%)
- layerzero:flare->linea: total=4, matched=0 (0.00%)
- layerzero:linea->berachain: total=11, matched=0 (0.00%)
- across:unknown->linea: total=7, matched=0 (0.00%)
- layerzero:base->superposition: total=51, matched=0 (0.00%)
- layerzero:linea->abstract: total=68, matched=0 (0.00%)
- layerzero:gravity->linea: total=8, matched=0 (0.00%)
- across:linea->lens: total=15, matched=0 (0.00%)
- layerzero:gravity->arbitrum: total=288, matched=0 (0.00%)
- layerzero:solana->linea: total=13, matched=0 (0.00%)
- layerzero:tron->arbitrum: total=43, matched=0 (0.00%)
- layerzero:arbitrum->evmonflow: total=62, matched=0 (0.00%)
- across:base->mode: total=77, matched=0 (0.00%)
- layerzero:base->initia: total=21, matched=0 (0.00%)
- layerzero:arbitrum->peaq: total=25, matched=0 (0.00%)
- across:lisk->linea: total=18, matched=0 (0.00%)
- layerzero:base->soneium: total=443, matched=0 (0.00%)
- layerzero:mode->linea: total=22, matched=0 (0.00%)
- layerzero:ape->arbitrum: total=187, matched=0 (0.00%)
- layerzero:ton->arbitrum: total=42, matched=0 (0.00%)
- layerzero:base->peaq: total=93, matched=0 (0.00%)
- layerzero:linea->kaia: total=3, matched=0 (0.00%)
- layerzero:story->linea: total=3, matched=0 (0.00%)
- layerzero:glue->base: total=134, matched=0 (0.00%)
- layerzero:linea->fantom: total=4, matched=0 (0.00%)
- layerzero:linea->solana: total=6, matched=0 (0.00%)
- layerzero:base->taiko: total=12, matched=0 (0.00%)
- layerzero:arbitrum->ton: total=47, matched=0 (0.00%)
- layerzero:linea->avalanche: total=1, matched=0 (0.00%)
- layerzero:orderly->linea: total=1, matched=0 (0.00%)
- across:linea->mode: total=2, matched=0 (0.00%)
- layerzero:linea->gravity: total=23, matched=0 (0.00%)
- layerzero:gnosis->linea: total=19, matched=0 (0.00%)
- layerzero:linea->kava: total=1, matched=0 (0.00%)
- layerzero:nibiru->base: total=105, matched=0 (0.00%)
- layerzero:base->celo: total=266, matched=0 (0.00%)
- layerzero:linea->moonbeam: total=1, matched=0 (0.00%)
- layerzero:telos->base: total=53, matched=0 (0.00%)
- layerzero:kaia->base: total=73, matched=0 (0.00%)
- layerzero:hemi->linea: total=10, matched=0 (0.00%)
- layerzero:cronos->base: total=92, matched=0 (0.00%)
- layerzero:evmonflow->base: total=138, matched=0 (0.00%)
- layerzero:peaq->base: total=80, matched=0 (0.00%)
- layerzero:xdc->base: total=24, matched=0 (0.00%)
- layerzero:nibiru->linea: total=1, matched=0 (0.00%)
- layerzero:cronoszkevm->base: total=27, matched=0 (0.00%)
- layerzero:iota->base: total=43, matched=0 (0.00%)
- layerzero:metis->base: total=28, matched=0 (0.00%)
- layerzero:base->xpla: total=4, matched=0 (0.00%)
- layerzero:base->viction: total=14, matched=0 (0.00%)
- layerzero:base->gnosis: total=115, matched=0 (0.00%)
- layerzero:base->fantom: total=18, matched=0 (0.00%)
- layerzero:base->polygonzkevm: total=1, matched=0 (0.00%)
- layerzero:base->zora: total=3, matched=0 (0.00%)
- layerzero:vana->base: total=67, matched=0 (0.00%)
- layerzero:botanix->base: total=33, matched=0 (0.00%)
- layerzero:zora->linea: total=2, matched=0 (0.00%)
- layerzero:mode->base: total=112, matched=0 (0.00%)
- layerzero:base->lisk: total=23, matched=0 (0.00%)
- layerzero:base->evmonflow: total=134, matched=0 (0.00%)
- layerzero:zircuit->linea: total=4, matched=0 (0.00%)
- layerzero:aurora->base: total=26, matched=0 (0.00%)
- layerzero:coredao->base: total=43, matched=0 (0.00%)
- layerzero:linea->rootstock: total=4, matched=0 (0.00%)
- layerzero:optimism->ape: total=13, matched=0 (0.00%)
- layerzero:fraxtal->base: total=64, matched=0 (0.00%)
- layerzero:base->degen: total=15, matched=0 (0.00%)
- across:ethereum->mode: total=20, matched=0 (0.00%)
- layerzero:morph->optimism: total=1, matched=0 (0.00%)
- across:blast->arbitrum: total=431, matched=0 (0.00%)
- layerzero:arbitrum->swell: total=15, matched=0 (0.00%)
- layerzero:optimism->xchain: total=3, matched=0 (0.00%)
- layerzero:optimism->degen: total=9, matched=0 (0.00%)
- layerzero:optimism->kava: total=8, matched=0 (0.00%)
- layerzero:corn->optimism: total=1, matched=0 (0.00%)
- layerzero:optimism->telos: total=16, matched=0 (0.00%)
- across:arbitrum->soneium: total=84, matched=0 (0.00%)
- layerzero:zora->optimism: total=1, matched=0 (0.00%)
- across:arbitrum->blast: total=136, matched=0 (0.00%)
- layerzero:base->mode: total=86, matched=0 (0.00%)
- layerzero:polygon->arbitrum: total=253, matched=0 (0.00%)
- layerzero:arbitrum->bob: total=39, matched=0 (0.00%)
- layerzero:vana->arbitrum: total=54, matched=0 (0.00%)
- layerzero:arbitrum->vana: total=25, matched=0 (0.00%)
- layerzero:swell->optimism: total=8, matched=0 (0.00%)
- layerzero:optimism->rari: total=9, matched=0 (0.00%)
- layerzero:optimism->taiko: total=10, matched=0 (0.00%)
- layerzero:arbitrum->gnosis: total=101, matched=0 (0.00%)
- layerzero:solana->arbitrum: total=84, matched=0 (0.00%)
- across:zora->base: total=212, matched=0 (0.00%)
- layerzero:initia->ethereum: total=10, matched=0 (0.00%)
- layerzero:ethereum->soneium: total=100, matched=0 (0.00%)
- layerzero:lyra->base: total=75, matched=0 (0.00%)
- layerzero:ethereum->botanix: total=27, matched=0 (0.00%)
- layerzero:ethereum->cronoszkevm: total=25, matched=0 (0.00%)
- across:soneium->ethereum: total=41, matched=0 (0.00%)
- layerzero:japanopenchain->ethereum: total=9, matched=0 (0.00%)
- layerzero:superposition->base: total=76, matched=0 (0.00%)
- layerzero:evmonflow->arbitrum: total=73, matched=0 (0.00%)
- across:worldchain->arbitrum: total=135, matched=0 (0.00%)
- layerzero:coredao->arbitrum: total=102, matched=0 (0.00%)
- layerzero:dexalot->arbitrum: total=170, matched=0 (0.00%)
- layerzero:superposition->arbitrum: total=68, matched=0 (0.00%)
- layerzero:base->lens: total=11, matched=0 (0.00%)
- layerzero:kava->arbitrum: total=49, matched=0 (0.00%)
- across:soneium->arbitrum: total=292, matched=0 (0.00%)
- layerzero:sophon->ethereum: total=6, matched=0 (0.00%)
- layerzero:base->worldchain: total=3, matched=0 (0.00%)
- layerzero:codex->base: total=15, matched=0 (0.00%)
- layerzero:ethereum->cyber: total=4, matched=0 (0.00%)
- layerzero:swell->base: total=79, matched=0 (0.00%)
- layerzero:ethereum->aurora: total=35, matched=0 (0.00%)
- layerzero:ethereum->xchain: total=16, matched=0 (0.00%)
- layerzero:ethereum->codex: total=16, matched=0 (0.00%)
- layerzero:codex->ethereum: total=40, matched=0 (0.00%)
- layerzero:xchain->ethereum: total=26, matched=0 (0.00%)
- layerzero:base->story: total=63, matched=0 (0.00%)
- layerzero:base->swell: total=25, matched=0 (0.00%)
- layerzero:base->botanix: total=15, matched=0 (0.00%)
- layerzero:ethereum->initia: total=13, matched=0 (0.00%)
- layerzero:arbitrumnova->base: total=8, matched=0 (0.00%)
- layerzero:ethereum->morph: total=16, matched=0 (0.00%)
- layerzero:base->iota: total=16, matched=0 (0.00%)
- layerzero:base->cronos: total=11, matched=0 (0.00%)
- layerzero:base->blast: total=16, matched=0 (0.00%)
- layerzero:base->kava: total=7, matched=0 (0.00%)
- layerzero:lisk->base: total=31, matched=0 (0.00%)
- across:base->zora: total=35, matched=0 (0.00%)
- across:base->lisk: total=44, matched=0 (0.00%)
- layerzero:arbitrum->mantle: total=138, matched=0 (0.00%)
- layerzero:arbitrum->superposition: total=97, matched=0 (0.00%)
- layerzero:arbitrum->xdc: total=46, matched=0 (0.00%)
- layerzero:arbitrum->unknown: total=35, matched=0 (0.00%)
- layerzero:arbitrum->soneium: total=201, matched=0 (0.00%)
- layerzero:arbitrum->cronos: total=20, matched=0 (0.00%)
- layerzero:arbitrum->lightlink: total=32, matched=0 (0.00%)
- layerzero:arbitrum->aurora: total=16, matched=0 (0.00%)
- layerzero:arbitrum->goat: total=18, matched=0 (0.00%)
- layerzero:arbitrum->coredao: total=44, matched=0 (0.00%)
- layerzero:arbitrum->glue: total=133, matched=0 (0.00%)
- layerzero:arbitrum->telos: total=25, matched=0 (0.00%)
- layerzero:arbitrum->nibiru: total=22, matched=0 (0.00%)
- layerzero:arbitrum->kaia: total=53, matched=0 (0.00%)
- layerzero:arbitrum->iota: total=51, matched=0 (0.00%)
- layerzero:corn->ethereum: total=34, matched=0 (0.00%)
- layerzero:harmony->optimism: total=8, matched=0 (0.00%)
- layerzero:optimism->cronoszkevm: total=7, matched=0 (0.00%)
- layerzero:optimism->botanix: total=5, matched=0 (0.00%)
- layerzero:optimism->cronos: total=2, matched=0 (0.00%)
- layerzero:optimism->codex: total=3, matched=0 (0.00%)
- layerzero:optimism->peaq: total=3, matched=0 (0.00%)
- across:optimism->unknown: total=1, matched=0 (0.00%)
- layerzero:base->beam: total=21, matched=0 (0.00%)
- layerzero:arbitrum->tron: total=24, matched=0 (0.00%)
- layerzero:celo->arbitrum: total=22, matched=0 (0.00%)
- layerzero:unknown->arbitrum: total=30, matched=0 (0.00%)
- across:lisk->arbitrum: total=84, matched=0 (0.00%)
- layerzero:arbitrum->sophon: total=8, matched=0 (0.00%)
- layerzero:kaia->arbitrum: total=71, matched=0 (0.00%)
- layerzero:fraxtal->arbitrum: total=69, matched=0 (0.00%)
- layerzero:initia->arbitrum: total=4, matched=0 (0.00%)
- across:unknown->base: total=40, matched=0 (0.00%)
- layerzero:arbitrum->fraxtal: total=83, matched=0 (0.00%)
- across:zora->arbitrum: total=110, matched=0 (0.00%)
- layerzero:arbitrum->kava: total=31, matched=0 (0.00%)
- layerzero:arbitrum->degen: total=40, matched=0 (0.00%)
- layerzero:arbitrum->rari: total=23, matched=0 (0.00%)
- layerzero:arbitrum->taiko: total=20, matched=0 (0.00%)
- layerzero:telos->arbitrum: total=53, matched=0 (0.00%)
- layerzero:lightlink->arbitrum: total=70, matched=0 (0.00%)
- layerzero:goat->arbitrum: total=36, matched=0 (0.00%)
- layerzero:fuse->arbitrum: total=53, matched=0 (0.00%)
- layerzero:iota->arbitrum: total=102, matched=0 (0.00%)
- layerzero:degen->arbitrum: total=28, matched=0 (0.00%)
- layerzero:peaq->arbitrum: total=44, matched=0 (0.00%)
- layerzero:rari->arbitrum: total=50, matched=0 (0.00%)
- layerzero:arbitrum->fuse: total=28, matched=0 (0.00%)
- layerzero:arbitrum->metis: total=39, matched=0 (0.00%)
- layerzero:nibiru->arbitrum: total=49, matched=0 (0.00%)
- layerzero:taiko->arbitrum: total=34, matched=0 (0.00%)
- layerzero:xdc->arbitrum: total=44, matched=0 (0.00%)
- layerzero:glue->arbitrum: total=126, matched=0 (0.00%)
- across:lens->arbitrum: total=28, matched=0 (0.00%)
- layerzero:arbitrum->botanix: total=18, matched=0 (0.00%)
- layerzero:arbitrum->cronoszkevm: total=28, matched=0 (0.00%)
- layerzero:arbitrum->codex: total=11, matched=0 (0.00%)
- layerzero:arbitrum->xchain: total=13, matched=0 (0.00%)
- layerzero:arbitrum->tac: total=7, matched=0 (0.00%)
- layerzero:arbitrum->mode: total=34, matched=0 (0.00%)
- layerzero:mode->arbitrum: total=40, matched=0 (0.00%)
- layerzero:aptos->arbitrum: total=7, matched=0 (0.00%)
- layerzero:base->aptos: total=15, matched=0 (0.00%)
- layerzero:dexalot->base: total=61, matched=0 (0.00%)
- layerzero:base->zircuit: total=5, matched=0 (0.00%)
- layerzero:bob->base: total=44, matched=0 (0.00%)
- layerzero:worldchain->base: total=6, matched=0 (0.00%)
- layerzero:corn->base: total=2, matched=0 (0.00%)
- layerzero:skale->ethereum: total=3, matched=0 (0.00%)
- layerzero:base->canto: total=3, matched=0 (0.00%)
- layerzero:abstract->scroll: total=8, matched=0 (0.00%)
- layerzero:mantapacific->scroll: total=4, matched=0 (0.00%)
- layerzero:bsc->scroll: total=10, matched=0 (0.00%)
- across:unichain->scroll: total=11, matched=0 (0.00%)
- layerzero:linea->vana: total=5, matched=0 (0.00%)
- layerzero:bitlayer->ethereum: total=5, matched=0 (0.00%)
- layerzero:base->rootstock: total=20, matched=0 (0.00%)
- layerzero:morph->ethereum: total=6, matched=0 (0.00%)
- layerzero:arbitrum->beam: total=7, matched=0 (0.00%)
- layerzero:arbitrum->harmony: total=3, matched=0 (0.00%)
- across:arbitrum->lens: total=30, matched=0 (0.00%)
- layerzero:arbitrum->celo: total=53, matched=0 (0.00%)
- layerzero:aptos->base: total=38, matched=0 (0.00%)
- layerzero:etherlink->arbitrum: total=6, matched=0 (0.00%)
- layerzero:arbitrum->arbitrumnova: total=11, matched=0 (0.00%)
- layerzero:tac->arbitrum: total=1, matched=0 (0.00%)
- layerzero:bob->arbitrum: total=11, matched=0 (0.00%)
- layerzero:optimism->vana: total=9, matched=0 (0.00%)
- layerzero:base->metis: total=17, matched=0 (0.00%)
- layerzero:swell->arbitrum: total=12, matched=0 (0.00%)
- layerzero:ethereum->superposition: total=19, matched=0 (0.00%)
- layerzero:ethereum->beam: total=16, matched=0 (0.00%)
- layerzero:arbitrum->etherlink: total=6, matched=0 (0.00%)
- layerzero:botanix->arbitrum: total=35, matched=0 (0.00%)
- layerzero:arbitrum->zircuit: total=51, matched=0 (0.00%)
- layerzero:aurora->arbitrum: total=28, matched=0 (0.00%)
- layerzero:arbitrum->mantapacific: total=15, matched=0 (0.00%)
- layerzero:cronoszkevm->arbitrum: total=33, matched=0 (0.00%)
- layerzero:cronos->arbitrum: total=39, matched=0 (0.00%)
- across:unknown->arbitrum: total=10, matched=0 (0.00%)
- across:arbitrum->zora: total=1, matched=0 (0.00%)
- layerzero:base->vana: total=23, matched=0 (0.00%)
- layerzero:sophon->base: total=12, matched=0 (0.00%)
- layerzero:zircuit->base: total=5, matched=0 (0.00%)
- layerzero:base->goat: total=8, matched=0 (0.00%)
- layerzero:zircuit->arbitrum: total=7, matched=0 (0.00%)
- layerzero:arbitrumnova->arbitrum: total=9, matched=0 (0.00%)
- across:arbitrum->lisk: total=14, matched=0 (0.00%)
- layerzero:arbitrum->initia: total=17, matched=0 (0.00%)
- layerzero:optimism->tron: total=6, matched=0 (0.00%)
- layerzero:initia->base: total=19, matched=0 (0.00%)
- layerzero:base->aurora: total=6, matched=0 (0.00%)
- layerzero:goat->base: total=30, matched=0 (0.00%)
- layerzero:bsc->linea: total=121, matched=0 (0.00%)
- across:zora->linea: total=20, matched=0 (0.00%)
- layerzero:iota->linea: total=3, matched=0 (0.00%)
- layerzero:linea->polygon: total=3, matched=0 (0.00%)
- layerzero:linea->degen: total=6, matched=0 (0.00%)
- across:linea->worldchain: total=3, matched=0 (0.00%)
- layerzero:base->opbnb: total=8, matched=0 (0.00%)
- layerzero:kava->base: total=4, matched=0 (0.00%)
- layerzero:base->lightlink: total=8, matched=0 (0.00%)
- layerzero:optimism->blast: total=2, matched=0 (0.00%)
- layerzero:optimism->aptos: total=20, matched=0 (0.00%)
- layerzero:aptos->optimism: total=20, matched=0 (0.00%)
- layerzero:base->moonriver: total=1, matched=0 (0.00%)
- layerzero:base->tenet: total=5, matched=0 (0.00%)
- layerzero:base->harmony: total=4, matched=0 (0.00%)
- layerzero:ethereum->bob: total=1, matched=0 (0.00%)
- layerzero:arbitrum->lyra: total=7, matched=0 (0.00%)
- layerzero:sophon->arbitrum: total=6, matched=0 (0.00%)
- layerzero:blast->arbitrum: total=24, matched=0 (0.00%)
- layerzero:fantom->base: total=3, matched=0 (0.00%)
- layerzero:arbitrum->blast: total=20, matched=0 (0.00%)
- across:polygon->scroll: total=13, matched=0 (0.00%)
- layerzero:optimism->arbitrumnova: total=4, matched=0 (0.00%)
- layerzero:ink->polygon: total=4, matched=0 (0.00%)
- layerzero:lightlink->ink: total=2, matched=0 (0.00%)
- layerzero:aurora->ink: total=2, matched=0 (0.00%)
- layerzero:nibiru->ink: total=2, matched=0 (0.00%)
- layerzero:goat->ink: total=2, matched=0 (0.00%)
- layerzero:ape->ink: total=2, matched=0 (0.00%)
- layerzero:evmonflow->ink: total=2, matched=0 (0.00%)
- layerzero:codex->ink: total=2, matched=0 (0.00%)
- layerzero:peaq->ink: total=2, matched=0 (0.00%)
- layerzero:cronoszkevm->ink: total=2, matched=0 (0.00%)
- layerzero:xdc->ink: total=2, matched=0 (0.00%)
- layerzero:vana->ink: total=4, matched=0 (0.00%)
- layerzero:botanix->ink: total=2, matched=0 (0.00%)
- layerzero:rootstock->ink: total=2, matched=0 (0.00%)
- layerzero:ink->story: total=3, matched=0 (0.00%)
- across:ink->blast: total=2, matched=0 (0.00%)
- layerzero:ink->vana: total=2, matched=0 (0.00%)
- layerzero:ink->aurora: total=2, matched=0 (0.00%)
- layerzero:xchain->arbitrum: total=7, matched=0 (0.00%)
- layerzero:ethereum->hedera: total=1, matched=0 (0.00%)
- layerzero:ethereum->etherlink: total=12, matched=0 (0.00%)
- layerzero:optimism->conflux: total=2, matched=0 (0.00%)
- layerzero:opbnb->optimism: total=2, matched=0 (0.00%)
- layerzero:fantom->ethereum: total=2, matched=0 (0.00%)
- layerzero:ethereum->blast: total=5, matched=0 (0.00%)
- layerzero:arbitrum->xpla: total=1, matched=0 (0.00%)
- layerzero:arbitrum->viction: total=4, matched=0 (0.00%)
- layerzero:ton->base: total=4, matched=0 (0.00%)
- layerzero:arbitrum->opbnb: total=559, matched=0 (0.00%)
- layerzero:base->cronoszkevm: total=7, matched=0 (0.00%)
- layerzero:arbitrum->fantom: total=8, matched=0 (0.00%)
- layerzero:xchain->base: total=8, matched=0 (0.00%)
- layerzero:zora->arbitrum: total=4, matched=0 (0.00%)
- layerzero:base->astar: total=2, matched=0 (0.00%)
- layerzero:opbnb->arbitrum: total=25, matched=0 (0.00%)
- layerzero:rootstock->linea: total=5, matched=0 (0.00%)
- layerzero:linea->aurora: total=2, matched=0 (0.00%)
- layerzero:linea->coredao: total=3, matched=0 (0.00%)
- layerzero:arbitrum->corn: total=13, matched=0 (0.00%)
- layerzero:base->sophon: total=2, matched=0 (0.00%)
- layerzero:base->hedera: total=2, matched=0 (0.00%)
- layerzero:morph->base: total=3, matched=0 (0.00%)
- layerzero:polygon->linea: total=2, matched=0 (0.00%)
- across:linea->blast: total=4, matched=0 (0.00%)
- layerzero:linea->gnosis: total=3, matched=0 (0.00%)
- layerzero:optimism->corn: total=2, matched=0 (0.00%)
- layerzero:hedera->ethereum: total=3, matched=0 (0.00%)
- layerzero:ethereum->polygonzkevm: total=1, matched=0 (0.00%)
- layerzero:ethereum->mode: total=3, matched=0 (0.00%)
- layerzero:sanko->arbitrum: total=2, matched=0 (0.00%)
- layerzero:zora->base: total=3, matched=0 (0.00%)
- layerzero:hedera->base: total=2, matched=0 (0.00%)
- layerzero:celo->base: total=1, matched=0 (0.00%)
- layerzero:linea->astar: total=1, matched=0 (0.00%)
- layerzero:linea->celo: total=2, matched=0 (0.00%)
- across:linea->unknown: total=2, matched=0 (0.00%)
- layerzero:base->conflux: total=2, matched=0 (0.00%)
- layerzero:base->xchain: total=2, matched=0 (0.00%)
- layerzero:avalanche->linea: total=2, matched=0 (0.00%)
- layerzero:linea->flare: total=3, matched=0 (0.00%)
- layerzero:arbitrum->zora: total=2, matched=0 (0.00%)
- across:unknown->ethereum: total=6, matched=0 (0.00%)
- layerzero:linea->ape: total=4, matched=0 (0.00%)
- layerzero:linea->blast: total=1, matched=0 (0.00%)
- layerzero:scroll->berachain: total=34, matched=0 (0.00%)
- layerzero:unichain->scroll: total=13, matched=0 (0.00%)
- layerzero:hemi->scroll: total=1, matched=0 (0.00%)
- layerzero:cronoszkevm->scroll: total=1, matched=0 (0.00%)
- layerzero:gravity->scroll: total=1, matched=0 (0.00%)
- layerzero:kaia->scroll: total=1, matched=0 (0.00%)
- layerzero:goat->scroll: total=1, matched=0 (0.00%)
- layerzero:iota->scroll: total=1, matched=0 (0.00%)
- layerzero:xchain->scroll: total=1, matched=0 (0.00%)
- layerzero:lightlink->scroll: total=1, matched=0 (0.00%)
- layerzero:peaq->scroll: total=1, matched=0 (0.00%)
- layerzero:aurora->scroll: total=1, matched=0 (0.00%)
